society_id,society_name,ethnic_group,region,chapter,subsistence_type,institution_type,documentation_quality,source_ethnographers,source_book,EA072_clubs_associations,dplace_matched,notes,C01_transformation_symbolism,C01_transformation_symbolism_numeric,C01_transformation_symbolism_evidence,C02_feasting,C02_feasting_numeric,C02_feasting_evidence,C03_exotic_prestige_materials,C03_exotic_prestige_materials_numeric,C03_exotic_prestige_materials_evidence,C04_spatial_liminality,C04_spatial_liminality_numeric,C04_spatial_liminality_evidence,C05_long_duration_institutional,C05_long_duration_institutional_numeric,C05_long_duration_institutional_evidence,C06_burial_absence,C06_burial_absence_numeric,C06_burial_absence_evidence,C07_special_structure,C07_special_structure_numeric,C07_special_structure_evidence,C08_remote_locations,C08_remote_locations_numeric,C08_remote_locations_evidence,C09_ritual_paraphernalia_cache,C09_ritual_paraphernalia_cache_numeric,C09_ritual_paraphernalia_cache_evidence,C10_power_animal_iconography,C10_power_animal_iconography_numeric,C10_power_animal_iconography_evidence,C11_interaction_sphere,C11_interaction_sphere_numeric,C11_interaction_sphere_evidence,criteria_met
H18_064,Eastern Dakota Societies,Eastern Dakota,Eastern Woodlands / Great Lakes,6,mixed,secret society,moderate,Lowie,Hayden 2018,,False,Bear Cult with fire-walking; Elk Society members claimed to kill and revive cult members and possess magical power over women.,present,2,"Fire walking, bear transformation, members 'killed' and revived, mirrors flashed for magical power over women.",present,2,"Feasts required for membership, cures, ceremonies; dog meat feasts; four-day feasting for bundle transfers.",present,2,"Bear-claw necklaces, eagle feathers, sacred white robes, medicine bundles used in ritual contexts, not domestic.",unclear,-1,No explicit mention of liminal site locations or threshold spaces for Eastern Dakota specifically.,partial,1,Societies transmitted across generations via purchase and hereditary roles implied; bundle renewal required periodically.,unclear,-1,No mention of burial practices or mortuary contexts in the text.,partial,1,Leader Lodge mentioned as distinct structure; ceremonial lodges implied but not explicitly described as separate buildings.,absent,0,"No mention of remote locations, bush schools, or isolated camps for Eastern Dakota rituals.",present,2,Sacred bundles cached and kept secret; esoteric knowledge restricted from uninitiated; regalia stored between ceremonies.,present,2,"Bear, elk, fox, buffalo, horn societies with carnivore/raptor iconography; therianthropic bear transformation claimed.",present,2,Societies sold tribe to tribe; Hot Dance purchased for 600 horses; Midewiwin obtained from neighboring groups.,8
H18_065,Ute Bear Dance,Ute,Eastern Woodlands / Great Lakes,6,complex hunter-gatherer,ritual sodality,thin,Lowie,Hayden 2018,,False,Ceremony ostensibly held to help bears and communicate with the dead.,present,2,"Society members claimed to transform into bears; dancers used costumes, regalia; bear dance ceremony involved communication with dead",present,2,"Feasts required for membership, cures, ceremonies; four-day feasting for bundle transfers; dog meat feasts documented",partial,1,"Bear-claw necklaces, eagle feathers, embroidered clothes cited as ritual payments; no explicit non-local material caching mentioned",unclear,-1,No specific mention of liminal site locations for Ute Bear Dance; text focuses on society organization not spatial setting,partial,1,Societies institutionally persistent across generations; hereditary roles implied; bundle renewals periodic but multi-generational continuity not explicit for Ute,unclear,-1,No information on mortuary practices or burial locations relative to ritual sites in the text,unclear,-1,No specific purpose-built structure described for Ute Bear Dance; general society meeting places implied but not detailed,unclear,-1,No mention of remote or isolated locations for Ute Bear Dance specifically; vision quests mentioned generally,present,2,Sacred bundles kept secret from non-initiates; esoteric knowledge restricted; regalia stored and transferred ceremonially,present,2,"Bear iconography central; members danced like bears, transformed into bears; bear cult practices documented for multiple groups",present,2,"Societies purchased across tribal boundaries; Midewiwin, Hot Dance, bundle societies transmitted tribe to tribe for horses and goods",7
H18_066,Blood Horn Society,Blood,Eastern Woodlands / Great Lakes,6,pastoral,secret society,thin,Mails,Hayden 2018,,False,Members professed power to cause death; greatly feared in community.,partial,1,Bear Society members danced like bears; Horn Society claimed death-causing power; transformation implied but not detailed.,present,2,Medicine Pipe Society required holding feasts; Ogalala poor excluded for inability to give feasts.,partial,1,"Sacred bundles, medicine pipes mentioned as costly prestige objects; exotic materials not explicitly described.",unclear,-1,No specific mention of liminal site locations for Blood Horn Society rituals.,partial,1,"Societies had fixed officers, ranked membership, hereditary-like exclusivity suggesting institutional continuity across generations.",unclear,-1,No mortuary practices described in relation to ritual loci for Blood Horn Society.,partial,1,Leaders Lodge mentioned as distinct structure; specific ceremonial lodge for Horn Society not described.,unclear,-1,No mention of remote or isolated locations used by Blood Horn Society specifically.,present,2,Sacred bundles central to societies; keeping bundles secret and costly implied caching of ritual objects.,partial,1,"Animal patrons (bear, buffalo) feature prominently; Horn Society's death-power suggests threatening supernatural iconography.",present,2,"Societies shared bundle-based rituals, animal patron structures, and ranked systems across multiple Plains ethnic groups.",8
H18_067,Suque Society,New Hebrides (Vanuatu),Central Africa,8,horticultural,secret society,rich,Speiser,Hayden 2018,,False,Hierarchical society with ranked grades requiring pig sacrifices and payments; village heads held highest positions; controlled regional political networks across kinship groups.,present,2,Masks worn in rituals; masked performances used to terrify initiates; transformation via ancestral spirit contact,present,2,Special yam gardens planted for initiation feasts; up to 500-1000 pigs involved in single initiation events,present,2,"Quartz crystals, shell trumpets, turtle shell armlets, pig tusks aggregated as ritual paraphernalia at clubhouses",partial,1,"Clubhouses located near villages, far away, or separated by fence; distant ones used only during initiation seclusion",present,2,Multi-generational society membership; hereditary high-ranking roles; institutionalised return across generations for rituals,absent,0,"High-ranking members buried in restricted areas within or near clubhouses, not separated from ritual locus",present,2,"Distinctive clubhouses up to 35m long, with dancing grounds, stone altars, menhirs; separate from residential structures",present,2,Distant clubhouses only occupied during seclusion/initiation periods; burial sites in remote difficult-to-access locations,present,2,"Sacred items made and kept in clubhouses; paraphernalia including masks, bullroarers, statues kept secret from non-initiates",present,2,"Lizards, sharks, hawks carved on interior posts as rank-specific power animals; stylized pig tusk iconography throughout",present,2,Suque memberships cross-cut clans creating regional networks; shared art styles and motifs across villages and islands,10
H18_068,Sun Cult,New Guinea (Dani),Central Africa,8,horticultural,secret society,moderate,Hampton,Hayden 2018,,False,Elite society restricted to big men; focused on dangerous spirits of dead and sacred stones as ancestral abodes; formed regional confederacies with military and economic functions.,present,2,Masks worn in ritual contexts; revealing human bearers of masks was punishable; masked performances used in initiations,present,2,Special yam gardens planted for initiation feasts; hundreds of pigs sacrificed for initiations,present,2,"Quartz crystals, shell trumpets, turtle shell armlets, pig tusks, sacred stones used in ritual contexts",partial,1,Sacred structures in secret groves near dance grounds or scattered over landscape; some distant clubhouses,present,2,Multi-generational ancestral stone cults; hereditary roles; all Dani expected to join ancestral stone cults,absent,0,"High-ranking members buried in/near clubhouses, under altars, or in special restricted locations associated with ritual sites",present,2,Sacred structures/compounds where ancestral stones kept in secret groves; resident caretakers; distinct from residences,present,2,Distant clubhouses occupied only during seclusion and initiation; sacred groves scattered over landscape,present,2,Sacred items made in clubhouses; paraphernalia kept secret; unauthorized use punished; mana stones held by high-ranking males only,present,2,"Power animals: lizards, sharks, hawks carved on interior posts; regional art styles with power animal motifs",present,2,Sun Cult formed regional confederacies; inter-village participation in rituals; regional art styles sharing secret society motifs,10
H18_069,Ancestral Stone Cults (Ganekhe groups),New Guinea (Dani),Central Africa,8,horticultural,secret society,moderate,Hampton,Hayden 2018,,False,All Dani males expected to join; organized around mana stones kept in secret groves; hierarchy of groups including 'worthless ones' category.,present,2,Masks worn in rituals; masked performances used to terrorize initiates; revealing mask bearers was punishable,present,2,Special yam gardens planted for initiation feasts; large pig sacrifices (up to 1000 pigs) for initiations,partial,1,"Quartz crystals, shell trumpets, turtle shell armlets, pig tusks used in ritual contexts; mana stones held by high-ranking males",present,2,Sacred structures in secret groves near dance grounds or scattered over landscape; some clubhouses far from villages,present,2,Ancestral stone (Ganekhe) groups multi-generational; caretakers resident at important sacred structures; hereditary rank positions,absent,0,"High-ranking members buried in restricted areas within or near clubhouses, not separated from ritual locus",present,2,Sacred compounds/structures where ancestral stones kept in secret groves; purpose-built clubhouses distinct from residences,present,2,Distant clubhouses occupied only during seclusion/initiation; sacred groves scattered over landscape away from settlements,present,2,Sacred items made and kept in clubhouses; paraphernalia access restricted; unauthorized use punished by fines or death,present,2,"Power animals: lizards (low rank), sharks (mid-rank), hawks (high rank) carved on interior posts; non-prey animals",present,2,Regional Sun Cult confederacies in New Guinea; inter-village participation by high-ranking members; shared regional art styles,10
H18_070,Suque,New Hebridean (Vanuatu),West Africa,9,horticultural,secret society,rich,"Speiser, Codrington, Deacon, Wedgewood",Hayden 2018,,False,"Hierarchical secret society with 4-18 grades organizing political structures, requiring tusked pig sacrifices for rank advancement.",present,2,Terror masks used to terrorize novices; disguised members impersonate ghosts/spirits in public performances,present,2,Candidates give great banquets; piles of food collected; large-scale feasts required for rank advancement,present,2,"Shell/mat money, tusked boar payments, pig tusk bracelets, wealth mats used in ritual rank advancement",partial,1,Initiates secluded in clubhouse (amel); food taken to bush for society use; no explicit water/cave liminality described,present,2,Suque merged with ancestor cults; statues inhabited by dead members of specific grades across generations,unclear,-1,Text focuses on ancestor veneration and spirit effigies but does not explicitly describe burial location practices,present,2,Nimangki clubhouse (amel) used for seclusion; uninitiated excluded from eating there; purpose-built ritual structure,present,2,Food taken to bush for society use; seclusion periods mentioned; initiation involving isolation from community,present,2,"Headdresses, statues, monoliths kept by high-ranking members; paraphernalia harmful to uninitiated; rank-specific effigies stored",present,2,Terror masks representing dangerous spirits/ghosts/ogresses used to threaten non-initiates in performances,present,2,"Songs, dances, paraphernalia bought/sold between ethnic groups; high ranks introduced from other groups; rituals adopted across regions",10
H18_071,Nimangki,Malekula (New Hebrides),West Africa,9,horticultural,secret society,rich,"Deacon, Wedgewood, Larcom",Hayden 2018,,False,"32-grade hierarchical society involving pig sacrifices, initiation fees, and transfer of ritual objects and songs between communities.",present,2,Terror masks used to terrify novices; high-ranking members possessed headdresses with supernatural power; spirit effigies inhabited by dead members,present,2,Candidates gave great banquets; piles of food collected; large yam gardens planted for required feasts; feasts for promotion,present,2,"Shell money, wealth mats, pig tusk bracelets, stone monoliths, and carved statues required as initiation payments and paraphernalia",partial,1,Seclusion in bush mentioned; initiations in clubhouse (amel); no explicit water margin or cave liminality described,present,2,Nimangki had 32 grades with hereditary sponsorship; statues housed spirits of previous grade holders including original founders,unclear,-1,Text focuses on ancestor spirits in statues/stones but does not explicitly describe burial locations relative to ritual sites,present,2,Nimangki clubhouse (amel) used for seclusion; candidates not permitted to eat in Nimangki clubhouse; distinct ritual structure described,present,2,Higher grade initiations involved one year seclusion in amel; vast pile of food taken to bush by society members during initiations,present,2,"Rank-specific paraphernalia, headdresses, statues, and monoliths held secret power; could harm uninitiated; sold with rank positions",present,2,Terror masks embodying dangerous spirits/ghosts used to terrify; ogresses that eat men; spirit effigies with harmful supernatural power,present,2,"Nimangki system including songs, dances, art, and customs bought and sold between ethnic groups on Malekula; high grades introduced from other groups",10
H18_072,Nalawan,Malekula (New Hebrides),West Africa,9,horticultural,secret society,moderate,"Deacon, Wedgewood",Hayden 2018,,False,"23-grade secret society with masked performances, seclusion periods up to one year, and pig sacrifice requirements.",present,2,Masked performers in Nalawan ceremonies represented ghosts; terror masks used to represent spirits with full costumes,present,2,Piles of food given by candidates; large feasts required for each grade advancement including pigs,present,2,"Shell rings, quartz nose plugs, boar tusk bracelets, turtle shell armlets, special shells as badges of Nalawan ranks",present,2,"Sacred areas separated from residential by fence; ritual sites hidden near hill summits, ravines, or forest glades",present,2,"Same dancing ground, gongs, and clubhouse used across multiple societies; hereditary sponsorship roles across generations",unclear,-1,Text mentions bones and skulls kept in clubhouses but does not clearly separate burial from ritual loci,present,2,Amel clubhouse distinct from residential architecture; sacred area separated from profane residential area by fence,present,2,Higher grade Nalawan initiates spent one year secluded in amel; candidates in bush clearings in tabooed locations,present,2,Masks stored in salago ritual structures; paraphernalia obtained as part of each grade kept secret from non-initiates,present,2,Hawk feathers and Hawk dance featured in grade initiations; ogress and ghost iconography in instruments and masks,present,2,"Nalawan, Nimangki, Nevinbur, Qat societies share common ritual structures, iconography, and paraphernalia across Malekula and New Hebrides",10
H18_073,Tamate,Banks Islands,West Africa,9,horticultural,secret society,moderate,"Codrington, Deacon, Wedgewood, Webster",Hayden 2018,,False,"Society providing members ability to taboo resources and share in fines, with plural local societies under umbrella organization.",present,2,Tamate society put on public masked performances displaying dangerous spirits; terror masks used in rituals,present,2,Vast pile of food collected for initiations; great banquets required for rank advancement; feasts mandatory,present,2,"Shell money, pig tusk bracelets, wealth mats used as ritual payments; badges included shells, tusks, drums",partial,1,Seclusion in bush locations mentioned; secret lodges separate from residential areas implied,present,2,Multi-grade hierarchical societies with hereditary-linked ranks; statues as homes of deceased grade members across generations,unclear,-1,Pig sacrifices for dead souls mentioned but burial locations relative to ritual sites not specified,present,2,Clubhouses (amel) used for seclusion and ritual; secret lodges distinct from residential architecture explicitly mentioned,present,2,Seclusion in bush for one to five months during initiations; mysterious seclusion locations in the bush described,present,2,"Headdresses, statues, monoliths kept secret; paraphernalia dangerous to uninitiated; ritual objects cached between ceremonies",present,2,Terror masks representing dangerous spirits; ghosts and ogresses that eat men depicted in performances,present,2,"Shared ritual forms across Banks Islands, New Hebrides, Malekula; sacred stones purchased across groups; common iconography and ceremonies",10
H18_074,Dukduk,Bismarck Archipelago,West Africa,9,horticultural,secret society,moderate,Webster,Hayden 2018,,False,Law-enforcing society with six highest-ranking members using fraud and intimidation to levy contributions from non-members.,present,2,Masked performers represent ghosts/spirits; 'terror masks' used; initiates ritually 'killed' and reborn via flogging,present,2,Vast pile of food collected from every man taken to bush during initiations; great banquets required for advancement,present,2,"Shell money, tusked pigs, pig tusk bracelets, wealth mats used as ritual payments and badges of rank",partial,1,Seclusion in bush locations and clubhouses mentioned; water margin noted (piglets thrown into sea),present,2,Multi-generational society with hereditary-like ranks; statues housed spirits of deceased grade members across generations,unclear,-1,No direct information about burial practices relative to ritual sites provided in text,present,2,Clubhouses (amel) used exclusively for secret society members; separate from residential architecture; restricted by rank,present,2,Initiates secluded in bush locations for 1-5 months; candidates for higher grades secluded one year in isolated settings,present,2,"Sacred bundles with power objects, Ganekhe stones kept secret; paraphernalia hidden from non-initiates; masks stored between ceremonies",present,2,Terror masks depicting dangerous spirits; ghosts and ogresses that eat men depicted; therianthropic dangerous spirit imagery,present,2,Dukduk described as 'international law-society'; sacred stones purchased across groups; shared ritual iconography across Bismarck Archipelago,10
H18_075,Ganekhe,Dani (New Guinea),West Africa,9,horticultural,ritual sodality,rich,Hampton,Hayden 2018,,False,Exclusive esoteric groups with 3-22 members claiming control of ancestral spirits and malevolent forces for community benefit.,present,2,Ganekhe leaders transform ghosts into ancestral spirits; ancestral spirits embodied in sacred stones via pig sacrifices,present,2,Ganekhe groups require pig sacrifices and feasts for advancement; Sun Cult includes important big men in regional feasts,present,2,Sacred Ganekhe stones kept in sacred bundles with other power objects; shell payments part of initiation costs,partial,1,Sacred compounds mentioned for Ganekhe groups; secret locations referenced but limited spatial detail provided,present,2,Ganekhe stone cult multi-generational; secret knowledge sometimes lost at leader death requiring constant renewal across generations,unclear,-1,No explicit information about burial practices relative to Ganekhe ritual sites in the text,present,2,Secret sacred compounds mentioned for Ganekhe groups; Mendi have special cult houses in secret locations,present,2,Mendi cult houses located in secret locations; seclusion in bush locations referenced for initiation contexts,present,2,"Ganekhe stones kept in sacred bundles with other power objects, owned by esoteric groups, secret from non-initiates",unclear,-1,Sun portrayed as powerful beneficial force embodied in stone; no explicit carnivore or raptor iconography described for Ganekhe,present,2,Mbowamb purchased sacred stones from Enga in 1880s; Sun Cult included important big men across regional confederacy level,9
H18_076,Sun Cult,Dani (New Guinea),West Africa,9,horticultural,ritual sodality,rich,Hampton,Hayden 2018,,False,Extremely exclusive regional organization of major big men from separate moieties managing ancestral spirits and sun deity.,partial,1,Sun Cult Dani deal with sun embodied in stone; text references transformation via spirit forces but limited detail,present,2,"Sun Cult/Ganekhe groups held feasts; Dani claimed benefits including many pigs via rituals (Hampton 1999:161,185)",present,2,"Ganekhe sacred bundles included quartz crystals, special stones, human mandibles, fossils in secret cult houses",unclear,-1,Text mentions secret sacred compounds but no specific liminal location details for Sun Cult specifically,partial,1,Ganekhe sacred compounds maintained with ancestral spirit stones; multi-generational use implied but not explicit for Sun Cult,unclear,-1,No specific mortuary information provided for Sun Cult Dani in this text,present,2,Ganekhe/Sun Cult groups had secret sacred compounds and special cult houses restricted from women/uninitiated (Allen 1967:45),present,2,Mendi cult houses in secret locations; Dani Sun Cult compounds described as secret/restricted sacred spaces,present,2,"Ganekhe cult houses held sacred bundles with stones, mandibles, fossils, quartz crystals kept secret (Hampton 1999:153,185-7)",unclear,-1,Sun embodied in stone is central but no specific animal iconography described for Sun Cult Dani,partial,1,Ganekhe and Sun Cult groups both among Dani; regional New Guinea pattern of shared ritual structures suggested but limited direct evidence,8
H18_077,Stone Fertility Cult,Mbowamb (New Guinea),West Africa,9,horticultural,ritual sodality,moderate,Allen,Hayden 2018,,False,"Purchased from Enga in 1880s, restricted to high-ranking males with sacred stones embodying ancestors for fertility and wealth.",partial,1,Terror masks used to embody spirits; no explicit therianthropic transformation described for Stone Fertility Cult specifically.,present,2,High-ranking Mbowamb males engaged in moka exchanges and feasts as part of men's cult rituals.,present,2,Sacred stones purchased from Enga used in restricted cult; shell money and pig tusk bracelets as ritual payments.,unclear,-1,No specific liminal site location described for Stone Fertility Cult of Mbowamb.,partial,1,"Cult purchased in 1880s; hereditary exclusivity among high-ranking males implied, but multi-generational maintenance not explicit.",unclear,-1,No information on mortuary practices relative to ritual locus for Stone Fertility Cult.,partial,1,Men's cult structures implied; closed cult community with clubhouse-type spaces referenced broadly but not specifically for Mbowamb.,absent,0,No remote or isolated ritual locations described specifically for Mbowamb Stone Fertility Cult.,present,2,Sacred stones kept exclusively by high-ranking males; lower ranks excluded from owning them; secret bundles referenced.,absent,0,"No carnivore, raptor, or therianthropic iconography described for Mbowamb Stone Fertility Cult.",present,2,"Stone Fertility Cult purchased from Enga in 1880s; Mendi also purchased Stone Cult, indicating regional ritual exchange network.",7
H18_078,Qat,New Hebridean (Vanuatu),West Africa,9,horticultural,secret society,thin,Codrington,Hayden 2018,,False,"Society conducting masked dances under full moon with high masks, involving pig payment initiations.",present,2,Terror masks used to terrify novices; disguised ghosts chase women and children in public performances,present,2,Great banquets required for initiation; piles of food collected; large-scale feasts for rank advancement,present,2,"Shell money, wealth mats, pig tusk bracelets required for initiation payments and rank advancement",partial,1,Initiates secluded in amel clubhouse; bush used for food collection; sea used for pig sacrifice,present,2,Hereditary rank system with statues housing spirits of deceased grade founders across generations,unclear,-1,Text focuses on spirit effigies and statues for dead members; no explicit mortuary site separation described,present,2,Nimangki clubhouse (amel) for seclusion; Suque clubhouses distinct from residential architecture explicitly mentioned,present,2,Candidates secluded in bush during initiation; vast food collected taken to bush for society members,present,2,"Headdresses, statues, monoliths with power to harm uninitiated; paraphernalia purchased and owned by grade members",present,2,Terror masks embodying dangerous spirits; spirit effigies of each rank with threatening supernatural powers,present,2,"Nimangki songs, dances, paraphernalia bought and sold between ethnic groups; rituals adopted across regions within living memory",10
H18_079,Nevinbur,Malekula (New Hebrides),West Africa,9,horticultural,secret society,moderate,"Deacon, Wedgewood",Hayden 2018,,False,Most sacred New Hebridean secret society involving destruction of old effigies and manufacture of hundreds of new ones per member.,present,2,"Terror masks, masked performers representing ghosts, headdresses with supernatural power used in rituals",present,2,Great banquets required for rank advancement; piles of food collected during initiations; public feasts mandatory,present,2,"Shell money, wealth mats, pig tusk bracelets, sacred stones used as ritual paraphernalia for rank advancement",partial,1,"Initiations held in bush; seclusion in clubhouse (amel); stone circles erected, but liminal emphasis not detailed",present,2,Statues housed spirits of deceased grade members including original founders; hereditary roles and multi-generational grade system,unclear,-1,Text discusses ancestor spirits and statues as homes of dead but does not specify burial locations relative to ritual sites,present,2,Nimangki clubhouse (amel) used for seclusion; dance grounds for rituals; distinct from residential architecture,present,2,Initiations involved seclusion in bush; vast pile of food taken to bush; year-long seclusion in clubhouse for higher grades,present,2,"Headdresses, statues, monoliths kept by high-ranking members; paraphernalia harmful to uninitiated; sacred bundles with power objects",present,2,Terror masks depicting dangerous spirits; ghosts and ogresses that eat men; therianthropic spirit effigies per rank,present,2,Stone Fertility Cult purchased from Enga; Mendi purchased Stone Cult periodically; shared ritual iconography across New Hebrides groups,10
H18_080,Lapas,Malekula (New Hebrides),West Africa,9,horticultural,secret society,thin,"Deacon, Wedgewood",Hayden 2018,,False,Women's secret society located in remote bush structures with male and female statues capable of killing uninitiated members.,present,2,Terror masks and full costumes used to represent spirits; performers acting as dangerous spirits in ritual contexts.,present,2,Feasting debris expected at ritual structures; pig sacrifices and feasts integral to grade advancement ceremonies.,present,2,"Boar tusk bracelets, shell rings, quartz nose plugs, turtle shell armlets, special stones with mana restricted to high-ranking members.",present,2,"Ritual structures located at hill summits, ravine heads, forest glades, bush clearings; Lapas structure 'far away in the bush.'",present,2,Clubhouses maintained across generations with hereditary grades; statues of founding grade members kept permanently at clubhouses.,absent,0,Important Suque members buried inside clubhouse back partition areas; bones and skulls housed in clubhouses.,present,2,"Amel clubhouses purpose-built for secret society use, distinct from residential architecture, with separate ranked hearths.",present,2,Lapas structure 'far away in the bush'; Nimangki ritual sites hidden near hill summits or ravines; seclusion in bush clearings.,present,2,Masks stored in ritual lodges; sacred objects kept secret; instruments as spirit voices hidden from non-initiates; unauthorized use punished by death.,present,2,Hawk feathers prominent in Nimangki initiations; clubhouse posts carved as birds; bullroarer voiced as ogress that eats men.,present,2,Shared ritual patterns across New Hebrides islands; common Suque/Nimangki institutions spanning multiple islands and ethnic groups.,10
H18_081,Nimangki Tlel,Malekula (New Hebrides),West Africa,9,horticultural,secret society,moderate,"Deacon, Wedgewood",Hayden 2018,,False,"Society with hidden ritual lodges claiming exclusive use of plants, animals, and fish with death penalties for unauthorized possession.",present,2,"Terror masks, full costumes represent spirits; masked performers embody dangerous spirits and ghosts in rituals.",present,2,Nimangki led processions killing pigs; feasts held at dance grounds; robbing gardens for feasts described.,present,2,"Boar tusk bracelets, shell rings, quartz nose plugs, turtle shell armlets, special shells restricted to high-ranking members.",present,2,"Nimangki Tlel ritual sites hidden near hilltops, ravine heads, or woods; sacred areas separated from residential by fences.",present,2,Amel clubhouses used across generations; hereditary grade hierarchies; architectural maintenance with stone platforms described.,partial,1,"Skulls kept in clubhouses; walled cemeteries near clubhouses mentioned, suggesting mortuary overlap with ritual sites.",present,2,"Amel clubhouse is purpose-built restricted structure, distinct from residential architecture, used for secret society rituals.",present,2,"Nimangki Tlel ritual sites hidden near hilltops, ravines, woods; candidates secluded in bush clearings for months.",present,2,"Masks, costumes, spears, ritual instruments stored in amel; masks made secretly in lodges, hidden from non-initiates.",present,2,Hawk feathers prominent in Nimangki grade initiations; Hawk dance featured; terror masks represent dangerous carnivorous spirits.,present,2,"Suque, Nimangki, Nalawan, Nelan societies share iconography, ritual structures, and grade systems across New Hebrides islands.",11
H18_082,Nelan,Malekula (New Hebrides),West Africa,9,horticultural,secret society,thin,"Deacon, Wedgewood",Hayden 2018,,False,"Cognate of Nimangki Tlel with 5 grades, suspended sacred screens, and platforms for killing pigs.",present,2,"Terror masks, full costumes represent spirits; masked performers embody ghosts and dangerous spirits in rituals",present,2,Feasts explicitly mentioned at initiations; pigs killed and consumed; surplus food at ritual sites,present,2,"Shells, boar tusks, quartz, rare stones, feathers aggregated as restricted rank badges in ritual contexts",present,2,"Clubhouses at forest edges, hill summits, ravine heads, bush clearings; sacred/profane areas fenced apart",present,2,"Hereditary grades, multi-generational clubhouse use, institutionalized return for successive grade ceremonies",partial,1,Bones and skulls kept in clubhouses; walled cemeteries near clubhouses suggest some mortuary-ritual overlap,present,2,"Amel clubhouses purpose-built for restricted ritual use, distinct from residential architecture, some 35m long",present,2,"Seclusion in bush clearings, hidden structures at hill summits, ravines, forest glades for initiations",present,2,"Masks, instruments, sacred stones stored in clubhouses; salago structures used to store masks between ceremonies",present,2,Hawk feathers and hawk dance prominent in Nimangki grades; carnivorous/spirit animal imagery on masks,present,2,"Suque, Nimangki, Nalawan share ritual iconography across New Hebrides islands; common grades and paraphernalia",11
H18_083,Nimbe'ei,Malekula (New Hebrides),West Africa,9,horticultural,secret society,thin,"Deacon, Wedgewood",Hayden 2018,,False,"Society threatening cannibalism against those injuring members, portraying violence as enforcement of public good.",present,2,"Terror masks used to embody spirits; high-ranking members wore disguises rushing villages, chasing women and children.",present,2,Great banquets required for initiation; 'vast pile of food collected'; feasts mandatory for rank advancement.,present,2,"Shell money, wealth mats, pig tusk bracelets, tusked boars used as ritual payments and rank paraphernalia.",partial,1,Initiations involved bush seclusion; food taken to bush; clubhouse seclusion mentioned but no explicit liminal site construction.,present,2,Nimangki had 32 successive grades; statues housed spirits of deceased founders across generations; hereditary sponsorship roles described.,unclear,-1,Text focuses on ancestor spirits and statues as spirit homes but does not explicitly describe mortuary burial locations.,present,2,Nimangki clubhouse (amel) where candidates spent a year secluded; men not allowed to eat in Nimangki clubhouse if excluded.,present,2,Seclusion periods in bush; food taken to bush for society members; candidates isolated during initiation periods.,present,2,"Headdresses, statues, monoliths kept by high-ranking members; paraphernalia purchased per grade; dangerous to uninitiated.",present,2,Terror masks embodying dangerous spirits/ogresses; spirit effigies with rank-specific threatening designs used to terrorize.,present,2,"Nimangki songs, dances, paraphernalia bought and sold between ethnic groups on Malekula; high grades introduced from other groups.",10
H18_084,Kepel,Mendi (New Guinea),West Africa,9,horticultural,ritual sodality,thin,Allen,Hayden 2018,,False,"Stone cult in which sacred stones embodied ancestors, purchased periodically by high-ranking members.",partial,1,"Terror masks used to terrify novices; spirit disguises mentioned, but Kepel specifically involves sacred stones not costumes",present,2,Mendi purchased new cults including Kepel; large-scale pig feasts required for initiation and rank advancement,present,2,Kepel cult uses sacred stones embodying ancestors; shell money and pig tusk bracelets as ritual payments,unclear,-1,No specific liminal site location described for Kepel stone cult,present,2,Mendi periodically purchased new cults including Kepel; sacred stones maintained across generations,unclear,-1,No specific mortuary practice described for Kepel ritual locus,partial,1,Clubhouses mentioned for other societies; Kepel specifically uses sacred stones but no distinct structure described,partial,1,Bush used during Dukduk initiations; seclusion mentioned broadly but not specifically for Kepel,present,2,Kepel sacred stones kept secret; esoteric spells and knowledge purchased; paraphernalia hidden from non-initiates,unclear,-1,No specific animal iconography described for Kepel stone cult,present,2,"Mendi purchased Stone Cult (Kepel) from neighbors; Mbowamb purchased Stone Fertility Cult from Enga, showing regional sharing",8
